"grade_key","sample_rank","test_row_index","state","year","actual_score","predicted_score","bias","feature","shap","feature_value"
"grade_4",1,89,"OREGON",2024,206.974907710936,220.419296264648,220.901123046875,"bach_or_higher_rate",2.59806036949158,"0.36806773030056"
"grade_4",1,89,"OREGON",2024,206.974907710936,220.419296264648,220.901123046875,"child_poverty_rate",1.99095034599304,"0.132170173522865"
"grade_4",1,89,"OREGON",2024,206.974907710936,220.419296264648,220.901123046875,"year_scaled",-1.80318057537079,"11"
"grade_4",1,89,"OREGON",2024,206.974907710936,220.419296264648,220.901123046875,"median_income",-1.70565295219421,"83011"
"grade_4",1,89,"OREGON",2024,206.974907710936,220.419296264648,220.901123046875,"pct_black",-1.03498160839081,"0.0183076247921805"
"grade_4",1,89,"OREGON",2024,206.974907710936,220.419296264648,220.901123046875,"unemployment_rate",-0.342075705528259,"0.0535846284478503"
"grade_4",1,89,"OREGON",2024,206.974907710936,220.419296264648,220.901123046875,"stateOREGON",-0.271217197179794,"OREGON"
"grade_4",1,89,"OREGON",2024,206.974907710936,220.419296264648,220.901123046875,"stateALASKA",0.198830351233482,"ALASKA"
"grade_4",1,89,"OREGON",2024,206.974907710936,220.419296264648,220.901123046875,"stateMASSACHUSETTS",-0.132173001766205,"MASSACHUSETTS"
"grade_4",1,89,"OREGON",2024,206.974907710936,220.419296264648,220.901123046875,"gini_coefficient",-0.113207399845123,"0.463"
"grade_4",1,89,"OREGON",2024,206.974907710936,220.419296264648,220.901123046875,"internet_rate",0.107519298791885,"0.925674834237457"
"grade_4",1,89,"OREGON",2024,206.974907710936,220.419296264648,220.901123046875,"no_computer_rate",0.101861670613289,"0.203418619454982"
"grade_4",1,89,"OREGON",2024,206.974907710936,220.419296264648,220.901123046875,"stateFLORIDA",-0.0698464438319206,"FLORIDA"
"grade_4",1,89,"OREGON",2024,206.974907710936,220.419296264648,220.901123046875,"pct_hispanic",0.0632150545716286,"0.146815933928387"
"grade_4",1,89,"OREGON",2024,206.974907710936,220.419296264648,220.901123046875,"stateKENTUCKY",-0.0499003231525421,"KENTUCKY"
"grade_4",1,89,"OREGON",2024,206.974907710936,220.419296264648,220.901123046875,"stateINDIANA",-0.0464759692549706,"INDIANA"
"grade_4",1,89,"OREGON",2024,206.974907710936,220.419296264648,220.901123046875,"stateHAWAII",0.0451952889561653,"HAWAII"
"grade_4",1,89,"OREGON",2024,206.974907710936,220.419296264648,220.901123046875,"stateILLINOIS",0.0320225208997726,"ILLINOIS"
"grade_4",1,89,"OREGON",2024,206.974907710936,220.419296264648,220.901123046875,"statePENNSYLVANIA",-0.031389981508255,"PENNSYLVANIA"
"grade_4",1,89,"OREGON",2024,206.974907710936,220.419296264648,220.901123046875,"stateMICHIGAN",0.0312813296914101,"MICHIGAN"
"grade_4",1,89,"OREGON",2024,206.974907710936,220.419296264648,220.901123046875,"stateNEBRASKA",-0.018335122615099,"NEBRASKA"
"grade_4",1,89,"OREGON",2024,206.974907710936,220.419296264648,220.901123046875,"stateNEW MEXICO",0.0166697669774294,"NEW MEXICO"
"grade_4",1,89,"OREGON",2024,206.974907710936,220.419296264648,220.901123046875,"stateOHIO",-0.0161313936114311,"OHIO"
"grade_4",1,89,"OREGON",2024,206.974907710936,220.419296264648,220.901123046875,"stateNORTH CAROLINA",-0.0155686130747199,"NORTH CAROLINA"
"grade_4",1,89,"OREGON",2024,206.974907710936,220.419296264648,220.901123046875,"stateWYOMING",-0.0131609356030822,"WYOMING"
"grade_4",1,89,"OREGON",2024,206.974907710936,220.419296264648,220.901123046875,"stateCOLORADO",0.0129770040512085,"COLORADO"
"grade_4",1,89,"OREGON",2024,206.974907710936,220.419296264648,220.901123046875,"stateRHODE ISLAND",-0.011148982681334,"RHODE ISLAND"
"grade_4",1,89,"OREGON",2024,206.974907710936,220.419296264648,220.901123046875,"stateNEW JERSEY",-0.0105493348091841,"NEW JERSEY"
"grade_4",1,89,"OREGON",2024,206.974907710936,220.419296264648,220.901123046875,"stateWISCONSIN",0.00994586478918791,"WISCONSIN"
"grade_4",1,89,"OREGON",2024,206.974907710936,220.419296264648,220.901123046875,"stateGEORGIA",-0.00725923245772719,"GEORGIA"
"grade_4",1,89,"OREGON",2024,206.974907710936,220.419296264648,220.901123046875,"stateOKLAHOMA",0.00702571915462613,"OKLAHOMA"
"grade_4",1,89,"OREGON",2024,206.974907710936,220.419296264648,220.901123046875,"stateMISSISSIPPI",-0.00596335949376225,"MISSISSIPPI"
"grade_4",1,89,"OREGON",2024,206.974907710936,220.419296264648,220.901123046875,"stateMINNESOTA",-0.00516827683895826,"MINNESOTA"
"grade_4",1,89,"OREGON",2024,206.974907710936,220.419296264648,220.901123046875,"stateMARYLAND",-0.00515735615044832,"MARYLAND"
"grade_4",1,89,"OREGON",2024,206.974907710936,220.419296264648,220.901123046875,"stateVIRGINIA",-0.00477579981088638,"VIRGINIA"
"grade_4",1,89,"OREGON",2024,206.974907710936,220.419296264648,220.901123046875,"stateSOUTH CAROLINA",0.00437093107029796,"SOUTH CAROLINA"
"grade_4",1,89,"OREGON",2024,206.974907710936,220.419296264648,220.901123046875,"stateSOUTH DAKOTA",0.0032498873770237,"SOUTH DAKOTA"
"grade_4",1,89,"OREGON",2024,206.974907710936,220.419296264648,220.901123046875,"stateARKANSAS",0.00282121472992003,"ARKANSAS"
"grade_4",1,89,"OREGON",2024,206.974907710936,220.419296264648,220.901123046875,"stateKANSAS",0.00260193622671068,"KANSAS"
"grade_4",1,89,"OREGON",2024,206.974907710936,220.419296264648,220.901123046875,"stateMISSOURI",0.00196371600031853,"MISSOURI"
"grade_4",2,98,"VERMONT",2024,212.685018123322,225.681762695312,220.901123046875,"child_poverty_rate",3.20877027511597,"0.108064516129032"
"grade_4",2,98,"VERMONT",2024,212.685018123322,225.681762695312,220.901123046875,"bach_or_higher_rate",2.84441685676575,"0.437883231709932"
"grade_4",2,98,"VERMONT",2024,212.685018123322,225.681762695312,220.901123046875,"year_scaled",-1.72305023670197,"11"
"grade_4",2,98,"VERMONT",2024,212.685018123322,225.681762695312,220.901123046875,"pct_black",1.72014081478119,"0.0109997434732486"
"grade_4",2,98,"VERMONT",2024,212.685018123322,225.681762695312,220.901123046875,"median_income",-1.00310289859772,"81203"
"grade_4",2,98,"VERMONT",2024,212.685018123322,225.681762695312,220.901123046875,"gini_coefficient",-0.92784321308136,"0.4531"
"grade_4",2,98,"VERMONT",2024,212.685018123322,225.681762695312,220.901123046875,"pct_hispanic",0.71648907661438,"0.0255676813381424"
"grade_4",2,98,"VERMONT",2024,212.685018123322,225.681762695312,220.901123046875,"unemployment_rate",-0.198140844702721,"0.0355520089057513"
"grade_4",2,98,"VERMONT",2024,212.685018123322,225.681762695312,220.901123046875,"stateALASKA",0.17969873547554,"ALASKA"
"grade_4",2,98,"VERMONT",2024,212.685018123322,225.681762695312,220.901123046875,"internet_rate",0.137637510895729,"0.902108874389209"
"grade_4",2,98,"VERMONT",2024,212.685018123322,225.681762695312,220.901123046875,"stateMASSACHUSETTS",-0.121358849108219,"MASSACHUSETTS"
"grade_4",2,98,"VERMONT",2024,212.685018123322,225.681762695312,220.901123046875,"stateFLORIDA",-0.0575549229979515,"FLORIDA"
"grade_4",2,98,"VERMONT",2024,212.685018123322,225.681762695312,220.901123046875,"stateKENTUCKY",-0.0492340251803398,"KENTUCKY"
"grade_4",2,98,"VERMONT",2024,212.685018123322,225.681762695312,220.901123046875,"stateHAWAII",0.0435754954814911,"HAWAII"
"grade_4",2,98,"VERMONT",2024,212.685018123322,225.681762695312,220.901123046875,"stateINDIANA",-0.0397618524730206,"INDIANA"
"grade_4",2,98,"VERMONT",2024,212.685018123322,225.681762695312,220.901123046875,"stateMICHIGAN",0.0380692631006241,"MICHIGAN"
"grade_4",2,98,"VERMONT",2024,212.685018123322,225.681762695312,220.901123046875,"stateILLINOIS",0.0344902649521828,"ILLINOIS"
"grade_4",2,98,"VERMONT",2024,212.685018123322,225.681762695312,220.901123046875,"statePENNSYLVANIA",-0.0263713393360376,"PENNSYLVANIA"
"grade_4",2,98,"VERMONT",2024,212.685018123322,225.681762695312,220.901123046875,"stateUTAH",0.0222345851361752,"UTAH"
"grade_4",2,98,"VERMONT",2024,212.685018123322,225.681762695312,220.901123046875,"stateNEW MEXICO",0.0166697669774294,"NEW MEXICO"
"grade_4",2,98,"VERMONT",2024,212.685018123322,225.681762695312,220.901123046875,"stateOHIO",-0.0130199203267694,"OHIO"
"grade_4",2,98,"VERMONT",2024,212.685018123322,225.681762695312,220.901123046875,"stateCOLORADO",0.0129770040512085,"COLORADO"
"grade_4",2,98,"VERMONT",2024,212.685018123322,225.681762695312,220.901123046875,"stateNORTH CAROLINA",-0.0121178478002548,"NORTH CAROLINA"
"grade_4",2,98,"VERMONT",2024,212.685018123322,225.681762695312,220.901123046875,"stateNEBRASKA",-0.0119273401796818,"NEBRASKA"
"grade_4",2,98,"VERMONT",2024,212.685018123322,225.681762695312,220.901123046875,"stateWYOMING",-0.0112500414252281,"WYOMING"
"grade_4",2,98,"VERMONT",2024,212.685018123322,225.681762695312,220.901123046875,"stateWISCONSIN",0.0105235949158669,"WISCONSIN"
"grade_4",2,98,"VERMONT",2024,212.685018123322,225.681762695312,220.901123046875,"stateOKLAHOMA",0.00732900016009808,"OKLAHOMA"
"grade_4",2,98,"VERMONT",2024,212.685018123322,225.681762695312,220.901123046875,"stateRHODE ISLAND",-0.00731302564963698,"RHODE ISLAND"
"grade_4",2,98,"VERMONT",2024,212.685018123322,225.681762695312,220.901123046875,"stateGEORGIA",-0.00709313433617353,"GEORGIA"
"grade_4",2,98,"VERMONT",2024,212.685018123322,225.681762695312,220.901123046875,"stateSOUTH DAKOTA",0.00633885711431503,"SOUTH DAKOTA"
"grade_4",2,98,"VERMONT",2024,212.685018123322,225.681762695312,220.901123046875,"stateOREGON",0.00588900176808238,"OREGON"
"grade_4",2,98,"VERMONT",2024,212.685018123322,225.681762695312,220.901123046875,"stateMISSISSIPPI",-0.00582835776731372,"MISSISSIPPI"
"grade_4",2,98,"VERMONT",2024,212.685018123322,225.681762695312,220.901123046875,"stateMARYLAND",-0.00542972516268492,"MARYLAND"
"grade_4",2,98,"VERMONT",2024,212.685018123322,225.681762695312,220.901123046875,"stateMINNESOTA",-0.00511908298358321,"MINNESOTA"
"grade_4",2,98,"VERMONT",2024,212.685018123322,225.681762695312,220.901123046875,"no_computer_rate",-0.00445468537509441,"0.185667056151748"
"grade_4",2,98,"VERMONT",2024,212.685018123322,225.681762695312,220.901123046875,"stateVIRGINIA",-0.00409823749214411,"VIRGINIA"
