"state","year","grade","score","median_income","total_pop","poverty_rate","child_poverty_rate","unemployment_rate","pct_black","pct_hispanic","bach_or_higher_rate","no_computer_rate","internet_rate","post2020"
"NEW YORK",2013,8,266.346063235407,58003,18975362,0.153039609995319,0.216736106738725,0.0923050281420028,0.144150118542809,0.178994894712915,0.332032403153116,NA,NA,0
"OHIO",2013,8,269.086973442103,48308,11230706,0.157946704330075,0.228284164252633,0.0996613463504167,0.119929278874835,0.0318101335198912,0.251527137346834,NA,NA,0
"OKLAHOMA",2013,8,261.931495221637,45339,3671393,0.168514512066673,0.237187108086325,0.0704656369643367,0.0712454784293277,0.0911681250333488,0.234735003639982,NA,NA,0
"OREGON",2013,8,268.282662715666,50229,3793058,0.162079778374072,0.217061317878196,0.112962920404375,0.0171175434982259,0.119393722111261,0.297032755094592,NA,NA,0
"PENNSYLVANIA",2013,8,272.085365342425,52548,12318805,0.133034007762928,0.187635123592064,0.0895160695701271,0.104719354483225,0.0592002548663024,0.27541943645425,NA,NA,0
"RHODE ISLAND",2013,8,266.677052388789,56361,1010872,0.135767931053585,0.195257110636607,0.0991625293733105,0.0525485050323525,0.12866563024451,0.313363033018318,NA,NA,0
"SOUTH CAROLINA",2013,8,261.449050699613,44779,4537414,0.180787558728386,0.263530533884419,0.114281570325811,0.275639253081779,0.0515958408428751,0.250569189702854,NA,NA,0
"SOUTH DAKOTA",2013,8,268.100772835989,49495,796095,0.14079475439489,0.181646362861583,0.0504259576965876,0.0136682347751691,0.029808603510915,0.2616418287822,NA,NA,0
"TENNESSEE",2013,8,265.359504625647,44298,6242898,0.176477655089031,0.253394869853392,0.101382686169617,0.166520393097137,0.0468823580955041,0.238438210942345,NA,NA,0
"TEXAS",2013,8,263.684137731278,51900,25032531,0.176443564576031,0.252569141822359,0.0810324872015024,0.115312687248631,0.379015781704178,0.266536888879049,NA,NA,0
"UTAH",2013,8,270.041925765873,58821,2766509,0.126587334434842,0.146763674590056,0.0736654762924806,0.00999760810868925,0.130986081182852,0.302640255010238,NA,NA,0
"VIRGINIA",2013,8,267.589864309109,63907,7854136,0.113009884218964,0.148645775430415,0.0723720776988311,0.190153435778572,0.0814254110131615,0.352073476152454,NA,NA,0
"VERMONT",2013,8,274.368547733738,54267,601245,0.1178770717428,0.148472602021473,0.067681146089636,0.00952861780720366,0.0156621462716327,0.348097950858443,NA,NA,0
"WASHINGTON",2013,8,272.036124410819,59478,6686172,0.133590790066424,0.17807594481412,0.0940942826696885,0.0345653302058675,0.114918090984795,0.31867920981653,NA,NA,0
"WISCONSIN",2013,8,267.542994187833,52413,5554566,0.13029460807559,0.180961504308095,0.0777707771751486,0.0612325037660743,0.0606051897791276,0.268228218970875,NA,NA,0
"WEST VIRGINIA",2013,8,257.383509312362,41043,1800278,0.178609081486304,0.250188326674244,0.0840635504004325,0.0311844019725737,0.0125619126692163,0.183170187692042,NA,NA,0
"WYOMING",2013,8,270.966172221906,57406,556239,0.114596423479835,0.15697604879945,0.0546670885208899,0.00887510655389786,0.0920029326439048,0.246748590414019,NA,NA,0
"ALASKA",2015,8,260.317018773005,72515,716218,0.101864236866429,0.141469114830724,0.081813736130107,0.0323913414010568,0.065189023350946,0.27973688743433,NA,NA,0
"ALABAMA",2015,8,258.753761500039,43623,4711439,0.188320383644997,0.272518194334721,0.0928926869834423,0.26291945961388,0.0400553138106496,0.235124257914625,NA,NA,0
"ARKANSAS",2015,8,258.768267976658,41371,2872497,0.192739626882117,0.276147365665405,0.0771059143703564,0.154389414131799,0.0686990231924192,0.2109799509971,NA,NA,0
"ARIZONA",2015,8,262.769391809157,50255,6488917,0.181954862421572,0.259566066768242,0.0892526604681336,0.0397654114889532,0.30333225533309,0.274920069777296,NA,NA,0
"CALIFORNIA",2015,8,258.986842564294,61818,37678735,0.162827706397256,0.225310618009394,0.0988157716593352,0.0562392677176487,0.383917853832951,0.314325308187258,NA,NA,0
"COLORADO",2015,8,268.073225333677,60629,5161722,0.126695897221896,0.16601852864237,0.0693535564007838,0.0385072210037459,0.210760714435908,0.381232818690651,NA,NA,0
"CONNECTICUT",2015,8,273.048030410962,70331,3483303,0.105173451749676,0.143128684967462,0.0881871353410359,0.0963497384798379,0.146528102076632,0.375826835116156,NA,NA,0
"DISTRICT OF COLUMBIA",2015,8,247.653444946724,70848,613291,0.179955355614219,0.266975871118239,0.0958471840824782,0.479823439652563,0.101628766116228,0.545766953334273,NA,NA,0
"DELAWARE",2015,8,262.613290731544,60509,900820,0.120240447592194,0.175084593949045,0.0770638181087101,0.210542563365262,0.0871127978291421,0.300042147427264,NA,NA,0
"FLORIDA",2015,8,263.383001406664,47507,19228208,0.16538769499477,0.241038393214871,0.0968541968837297,0.154519048678769,0.237238475535601,0.27344415103798,NA,NA,0
"GEORGIA",2015,8,262.268605314622,49620,9737146,0.183723957718206,0.2598450976955,0.0965435684630217,0.305230709086408,0.0914507919849245,0.288219217701596,NA,NA,0
"HAWAII",2015,8,257.35043981355,69515,1369085,0.112442981991622,0.152291251943627,0.0607960067397768,0.018972494469526,0.0990194830544571,0.308417840199906,NA,NA,0
"IOWA",2015,8,268.200596266662,53183,2992774,0.124928577968133,0.157996967310296,0.0493793970076937,0.0309329871479988,0.0543813111640245,0.266628735829612,NA,NA,0
"IDAHO",2015,8,268.553479550783,47583,1584410,0.154743406062825,0.191922349224842,0.071724502802873,0.00578145887499714,0.118347316842628,0.258636446541735,NA,NA,0
"ILLINOIS",2015,8,266.806728332711,57574,12571110,0.143274380703056,0.20262095793335,0.0908946155057208,0.141290334658225,0.164896722876866,0.323001570432612,NA,NA,0
"INDIANA",2015,8,268.253467680035,49255,6367947,0.153588432818301,0.218829077894661,0.078465177114427,0.0904678209889559,0.0641237271918333,0.241007925124291,NA,NA,0
"KANSAS",2015,8,266.76553060986,52205,2810222,0.13570209043983,0.180822617705805,0.0593790089087981,0.0567088618096106,0.111724663816325,0.310324982965163,NA,NA,0
"KENTUCKY",2015,8,267.772900145423,43740,4263217,0.189021811463034,0.260765153108089,0.0843824990112258,0.0778434208033788,0.0326289474599833,0.222976594604252,NA,NA,0
"LOUISIANA",2015,8,255.469417777569,45047,4494987,0.197615699444737,0.279792104937508,0.0811913595804209,0.318762887132877,0.047189418611263,0.225428538628262,NA,NA,0
"MASSACHUSETTS",2015,8,274.497568115749,68563,6471313,0.11572690117137,0.151587877961242,0.0757990973824307,0.0647707746944115,0.105572876106577,0.404966695658398,NA,NA,0
"MARYLAND",2015,8,267.905529723763,74551,5789228,0.0996341826578604,0.132723918261902,0.0740471938208093,0.290586621314963,0.0899869455351268,0.3789935395633,NA,NA,0
"MAINE",2015,8,268.391236298695,49331,1293513,0.139370845132596,0.185666670574122,0.068224779655953,0.0108893236024377,0.0146317056654879,0.289848516494416,NA,NA,0
"MICHIGAN",2015,8,264.496755061626,49576,9678203,0.167063038458689,0.235344381395892,0.0984786645294917,0.138035674912083,0.0471711177062414,0.269349501290085,NA,NA,0
"MINNESOTA",2015,8,270.236817756262,61492,5295613,0.11267099767298,0.144653564422539,0.0560154579745499,0.0542217619632228,0.0500046962902628,0.337255077908237,NA,NA,0
"MISSOURI",2015,8,266.876351831946,48173,5863113,0.156226223168477,0.216624379932439,0.0746502581624004,0.114404920859463,0.0385490041432827,0.271181551217827,NA,NA,0
"MISSISSIPPI",2015,8,251.976165209278,39665,2890915,0.225376740582134,0.318143816169593,0.10313559934414,0.372314204333818,0.0289506877490938,0.206662148616369,NA,NA,0
"MONTANA",2015,8,269.956777592733,47169,989932,0.152117519183136,0.196360838027239,0.0624962582583858,0.00444959539725574,0.0331349493790769,0.294660857877784,NA,NA,0
"NORTH CAROLINA",2015,8,260.594556550199,46868,9592619,0.173827919153257,0.247253271637463,0.0939498275348706,0.211699187828385,0.0883573973577125,0.283603712440376,NA,NA,0
"NORTH DAKOTA",2015,8,266.95532299054,57181,696195,0.114562730269537,0.135686838076791,0.0287188736910667,0.016003824621695,0.0285031317554459,0.276764309980129,NA,NA,0
"NEBRASKA",2015,8,269.426210864772,52997,1815585,0.127295059168257,0.170858815775356,0.0468645396047792,0.0458701216723326,0.0996423919352293,0.292772749712029,NA,NA,0
"NEW HAMPSHIRE",2015,8,274.8067462817,66779,1283292,0.0887093506388258,0.118642229287451,0.0576271369293487,0.0116938440614378,0.0318237186046529,0.348859908446784,NA,NA,0
"NEW JERSEY",2015,8,270.85371153053,72093,8728868,0.108243932661142,0.155396934262199,0.0880370462586231,0.127196593419465,0.189569823412279,0.368030508110078,NA,NA,0
"NEW MEXICO",2015,8,253.227767643793,44963,2043677,0.210092397184095,0.293985636446768,0.0921531381126037,0.0182720068019214,0.473568422502192,0.26324697219375,NA,NA,0
"NEVADA",2015,8,259.417376365165,51847,2759180,0.154515834414572,0.221137350580798,0.104865943060322,0.0806757291766418,0.275331625834871,0.230065538464641,NA,NA,0
"NEW YORK",2015,8,263.247658592835,59269,19164034,0.156853353526716,0.222355939368666,0.0822257145404389,0.143942863515567,0.183989528075134,0.34208053933541,NA,NA,0
"OHIO",2015,8,265.879220258589,49429,11258461,0.157733459306738,0.227943995278685,0.0816661886773339,0.120381027018281,0.0337742550801544,0.260956304745707,NA,NA,0
"OKLAHOMA",2015,8,262.673145850428,46879,3734458,0.167104034909484,0.231646077218226,0.0631853987891163,0.0712293553864645,0.0964895487557189,0.241295546236415,NA,NA,0
"OREGON",2015,8,267.670519675172,51243,3862756,0.164894443242079,0.217044091493141,0.093228217525077,0.0175427551505585,0.12328440587292,0.307574811084608,NA,NA,0
"PENNSYLVANIA",2015,8,268.746120751013,53599,12365782,0.134772633061136,0.192444505505582,0.0790244475809137,0.105402698168223,0.0638158171185719,0.286136255132678,NA,NA,0
"RHODE ISLAND",2015,8,265.050857832059,56852,1013455,0.142308242595873,0.204123789132137,0.085455392630977,0.0534270510154594,0.136465143912511,0.318906362530025,NA,NA,0
"SOUTH CAROLINA",2015,8,260.331422813083,45483,4636314,0.179215859840382,0.262645255101706,0.0950515229253143,0.273037833411755,0.0531842926203581,0.258423112472963,NA,NA,0
"SOUTH DAKOTA",2015,8,267.079864989695,50957,814079,0.141149691860372,0.186028176232033,0.0448264471604374,0.0151709579098424,0.0331052313239009,0.270037148005858,NA,NA,0
"TENNESSEE",2015,8,264.771228998921,45219,6339352,0.176294674913146,0.255806132757508,0.0844037110159336,0.166723721328109,0.0492475323538394,0.24937603252576,NA,NA,0
"TEXAS",2015,8,260.655135980903,53207,25923852,0.17252262510988,0.247433395012716,0.0701249314756738,0.115711430898388,0.384208723183509,0.275763588774638,NA,NA,0
"UTAH",2015,8,269.430664700586,60727,2855909,0.123113516572132,0.142681762995172,0.0576745876763629,0.0101433536579275,0.134276648002207,0.311215877691886,NA,NA,0
"VIRGINIA",2015,8,266.836053468874,65015,8008050,0.115111918631877,0.152392723071224,0.0646925096090747,0.188977343056429,0.0858892792822253,0.363291680237742,NA,NA,0
"VERMONT",2015,8,273.961831447048,55176,601732,0.115056204423232,0.15052130026231,0.0548383084217317,0.010727668511532,0.0170618125642351,0.359591166522007,NA,NA,0
"WASHINGTON",2015,8,267.250880666457,61062,6850693,0.132616072563754,0.175088108368828,0.0785276690986728,0.0348990417816197,0.119603794393615,0.328740947143646,NA,NA,0
"WISCONSIN",2015,8,269.533726363214,53357,5589889,0.129581821749949,0.178249215099654,0.062968269696047,0.0617131277541018,0.0634884311831333,0.27825016478967,NA,NA,0
"WEST VIRGINIA",2015,8,260.185272642999,41751,1797793,0.179878328595116,0.250855766726716,0.0777578496255185,0.0326225275734301,0.0137235203249398,0.191564249166871,NA,NA,0
"WYOMING",2015,8,268.803363090763,58840,565647,0.114903818105638,0.145541398918903,0.0485578619263249,0.0103057036739299,0.0960842121242964,0.257109547403922,NA,NA,0
"ALASKA",2017,8,257.667496756549,76114,719983,0.101919073089226,0.141262674532292,0.0770295599763291,0.0305105170161056,0.067918192711542,0.289879732964273,0.261042317687265,0.834273133335445,0
"ALABAMA",2017,8,257.686520320925,46472,4729116,0.179673960207362,0.259689765650576,0.0744702598045837,0.264070598261596,0.0408955607263258,0.245244743314563,0.232528194034809,0.708513783900964,0
"ARKANSAS",2017,8,259.95579848311,43813,2890095,0.181381926891677,0.25680430993778,0.0625176254935138,0.153545869230583,0.0716084654378994,0.220281301459887,0.242722603035557,0.674209943248923,0
"ARIZONA",2017,8,262.957456729335,53510,6654096,0.169526559280179,0.240101605897254,0.0710456185636716,0.0405503949664212,0.308889820859079,0.284456868921156,0.243286633482189,0.799571850586006,0
"CALIFORNIA",2017,8,262.520630021396,67169,38242946,0.150966612247916,0.207738755199107,0.0765276536727291,0.0554464121104341,0.387500174115041,0.325759712083064,0.238210128451008,0.83088893902978,0
"COLORADO",2017,8,270.338688509674,65458,5316870,0.115132211244586,0.145443952685238,0.05247496337024,0.0386065053759584,0.21285679310603,0.394297960706855,0.234784698243606,0.845415026234904,0
"CONNECTICUT",2017,8,272.537711456234,73781,3486033,0.100625266599599,0.135093768061064,0.0723158313452887,0.0975997071062892,0.153545521769781,0.384308411452338,0.21870568250063,0.825495775671835,0
"DISTRICT OF COLUMBIA",2017,8,246.78775540229,77649,638362,0.173921693333876,0.254939945757458,0.0804128746979279,0.468713888198979,0.10682623652012,0.565924372649594,0.185600736185843,0.779516880407216,0
"DELAWARE",2017,8,263.089089818878,63036,918100,0.121232981156737,0.173762223263325,0.0641112604343752,0.213419699660497,0.0898486010859015,0.309680142431777,0.221447271737651,0.80161597470747,0
"FLORIDA",2017,8,266.553368977303,50883,19858469,0.154642938486346,0.222941650417726,0.0719427369908086,0.154321778191397,0.247307646389292,0.284512310515942,0.206554248486406,0.791566955784953,0
"GEORGIA",2017,8,266.33044082589,52977,9931935,0.169053663762399,0.240437686278839,0.0748318407040899,0.308824418830903,0.0931595768717465,0.299310289810342,0.25087706223901,0.77242606270529,0
"HAWAII",2017,8,260.982318855375,74923,1383246,0.103487015324823,0.129404427814157,0.0486873670585636,0.0168655189926128,0.10226158471306,0.320373455786736,0.222185198252469,0.824222506158041,0
"IOWA",2017,8,267.675678851787,56570,3016358,0.1197944673676,0.147541694649653,0.0413594481092276,0.0334158407903269,0.0571802975014929,0.276812768809535,0.240552970041767,0.775482647231075,0
"IDAHO",2017,8,269.673095440861,50985,1626557,0.145091749013407,0.178312117365985,0.0535129572457667,0.00643065087864847,0.121866204087789,0.267659363961577,0.266287146811511,0.78168156237482,0
"ILLINOIS",2017,8,266.928549776657,61229,12551822,0.135328002580024,0.188454864088125,0.0736269630147807,0.140526223993012,0.168195233336492,0.334474679956183,0.235266622223854,0.789919874681744,0
"INDIANA",2017,8,272.023875675737,52182,6412384,0.145583920114578,0.203905365750058,0.0607844174677604,0.0913533133225024,0.0668188796051293,0.253191533673224,0.244703436319694,0.758561936063888,0
"KANSAS",2017,8,267.490027797007,55477,2820265,0.128103210159329,0.164147039202162,0.0476233590466878,0.0563016991411313,0.115317065107341,0.323492201632338,0.253741127969739,0.780956786574719,0
"KENTUCKY",2017,8,265.133438043566,46535,4287887,0.1827440881721,0.247121761161187,0.067689274975263,0.078761841217835,0.0343714006223702,0.231922922752302,0.235090939371035,0.735207716492879,0
"LOUISIANA",2017,8,256.751471206395,46710,4531570,0.195864567909135,0.277012553926624,0.0718261177907023,0.319515913181219,0.04968584491218,0.233970199241996,0.244918307853747,0.707452327719413,0
"MASSACHUSETTS",2017,8,277.782588599843,74167,6552347,0.111035938725467,0.14610127377872,0.0599531585952698,0.066823049557695,0.111966605192656,0.420874503031529,0.210617088605175,0.834774520780519,0
"MARYLAND",2017,8,267.250532713498,78916,5856088,0.0968165095879707,0.128905630064316,0.0612425972479962,0.292548347011439,0.0956129830844457,0.389946396309835,0.229716796821632,0.833538964179886,0
"MAINE",2017,8,268.93063240911,53024,1294998,0.128883596731424,0.167199661860406,0.0528984892513548,0.012077512596248,0.0153568222722413,0.302810570542074,0.197719377410741,0.787238228281724,0
"MICHIGAN",2017,8,265.468927541301,52668,9698121,0.155786981828748,0.21740252914577,0.0740047371348561,0.136940072346489,0.0488201783515059,0.280810842664225,0.227184048465996,0.770208447876202,0
"MINNESOTA",2017,8,268.616822331955,65699,5366210,0.104542125634293,0.133693561449686,0.0430071313870994,0.0585611083124527,0.0518417783003559,0.347631066307432,0.239321733968741,0.816863907798711,0
"MISSOURI",2017,8,266.035006915021,51542,5891760,0.146251544529988,0.200285112797014,0.0578051149537083,0.114914489819433,0.0402317581024805,0.28186587561756,0.234465989058454,0.757898217377147,0
"MISSISSIPPI",2017,8,256.344701137275,42009,2890123,0.214526163765348,0.30187504895324,0.0879253277436635,0.374539719109778,0.0295560943266069,0.213341744623616,0.250107014257273,0.649378258907454,0
"MONTANA",2017,8,267.208219320757,50801,1004612,0.143536011913057,0.175726515847757,0.047939954614192,0.00396169583885996,0.0355639881848248,0.307291037747241,0.224706125633477,0.771688790999464,0
"NORTH CAROLINA",2017,8,262.720476897929,50320,9783738,0.161479283275983,0.229068436733496,0.0715549527990028,0.211617056106283,0.0910008630633936,0.298599891981896,0.233496416600094,0.763865436902125,0
"NORTH DAKOTA",2017,8,265.081921805495,61285,719722,0.110284248640447,0.124387456546063,0.0269354787760091,0.0228230322948456,0.0331922599684765,0.288924591649674,0.236217132573919,0.780868309124468,0
"NEBRASKA",2017,8,268.528555260402,56675,1839825,0.119755955050073,0.155866463919178,0.0378921291067024,0.0460737274680412,0.104703416879585,0.305915992485261,0.254094208190643,0.792454620158871,0
"NEW HAMPSHIRE",2017,8,274.786039733195,71305,1289255,0.0810312932662662,0.100319952450975,0.0449350058233711,0.0121387725926682,0.0339873619211802,0.360370889575091,0.203950556782857,0.851650813540658,0
"NEW JERSEY",2017,8,275.04455230693,76475,8783989,0.106813886037426,0.152656006423891,0.0695830597191674,0.126822163128542,0.196929497137384,0.38091347419788,0.227274835688852,0.829512323892481,0
"NEW MEXICO",2017,8,255.578543060787,46718,2043896,0.205633261183544,0.290701769743954,0.077352449494234,0.0178849286367988,0.481623903746496,0.268736202890788,0.242976853983211,0.707314698838968,0
"NEVADA",2017,8,259.806407268129,55434,2846365,0.14237913970977,0.202731540112386,0.0797760494167639,0.0840391657792899,0.281988416487027,0.236847333593154,0.234674919993558,0.79900479829394,0
"NEW YORK",2017,8,264.15758419309,62765,19285448,0.150811689725849,0.212712293459751,0.0675039956174525,0.14359209319137,0.188210682289344,0.352893668303246,0.217406457725216,0.794263773311552,0
"OHIO",2017,8,268.450641614295,52407,11289161,0.149159888852679,0.213406830084601,0.0645543697156001,0.121338295137297,0.0357018700479149,0.272386681287754,0.232081582865509,0.778148752089563,0
"OKLAHOMA",2017,8,261.236933515587,49767,3780828,0.162058152341233,0.224457415341439,0.056904277689635,0.0715782941088754,0.10134845008702,0.248430382284937,0.251815486997339,0.733654374388603,0
"OREGON",2017,8,266.216684155209,56119,3947954,0.148747427148341,0.190368957719535,0.0682463804059242,0.0180456417896876,0.126581596058957,0.322709852524328,0.218813962549983,0.826164029597278,0
"PENNSYLVANIA",2017,8,269.55382331575,56951,12377251,0.131171049209554,0.185743040657673,0.0647363787627936,0.10619307056289,0.0683970648539678,0.300836500035505,0.216715654646109,0.776459917059449,0
"RHODE ISLAND",2017,8,265.767859953914,61043,1015923,0.133992438403304,0.188747967166736,0.068414481897628,0.0547845073276409,0.145729061921832,0.329643296432964,0.206858009109448,0.804530274641529,0
"SOUTH CAROLINA",2017,8,259.753002398086,48781,4751345,0.166406985811386,0.245369619786105,0.0724096384004954,0.269997776617041,0.0546441320264419,0.270050736693909,0.228671606250602,0.730000475603415,0
"SOUTH DAKOTA",2017,8,267.355726574154,54126,826297,0.139035964066189,0.183844997332557,0.0373728744699214,0.0167071134989549,0.0349537783887665,0.278474148464605,0.254971660076742,0.764978288919395,0
"TENNESSEE",2017,8,262.046852903713,48708,6436601,0.166603460428882,0.242528031125256,0.0657099938080032,0.166599139870806,0.0515451510228074,0.260530540700466,0.231901865246295,0.730350731039724,0
"TEXAS",2017,8,260.342576542804,57051,26794198,0.160160942305495,0.228741300886283,0.0582522268699536,0.11666911989856,0.389280089010742,0.287055762516693,0.268446858481851,0.772920482112195,0
"UTAH",2017,8,268.7524196631,65325,2946717,0.110243365752463,0.124991248590051,0.043557589155099,0.0105927271111889,0.136713114921102,0.325371036492665,0.308121281127586,0.843411678824338,0
"VIRGINIA",2017,8,267.744778499104,68766,8116130,0.111732808616915,0.148994339061347,0.0547709702378073,0.188392307295093,0.0895843055279304,0.375565086744479,0.229216471321628,0.806946145652613,0
"VERMONT",2017,8,273.402640307413,57808,600127,0.113549298731768,0.144820819112628,0.0437392069145874,0.0120614245736717,0.0179032268393112,0.367988125142727,0.19894492206204,0.79653431837082,0
"WASHINGTON",2017,8,271.617022995208,66174,7037413,0.122196892522863,0.157859577214416,0.0601661724788724,0.0350912354268855,0.123028181301253,0.344634200391948,0.22941510279144,0.849261366543564,0
"WISCONSIN",2017,8,269.371456395493,56759,5612611,0.123421879763269,0.166864660902397,0.0470871604015492,0.0623079089335002,0.0660377702245118,0.290310751580934,0.230092156240201,0.790582861049299,0
"WEST VIRGINIA",2017,8,258.700303604492,44061,1784004,0.177740072331676,0.245596732932487,0.0716601811793686,0.0350677766145501,0.0147105659002974,0.198985827088157,0.20975768483094,0.709834058814838,0
"WYOMING",2017,8,269.020028155068,60938,569412,0.111339416801894,0.127934401657593,0.0469307869078068,0.00992969821673525,0.0971896433470508,0.267497304544063,0.242126222959567,0.799076603673606,0
"ALASKA",2019,8,252.385089216065,77640,719376,0.106944073752808,0.148317432880143,0.071567774212322,0.0310107072888797,0.0703734255184054,0.295512145588927,0.258806660525597,0.859382030898455,0
"ALABAMA",2019,8,253.398604872946,50536,4754288,0.167425490420437,0.239002086549673,0.059249268551083,0.264860087157139,0.0427841066393232,0.254683326121383,0.229943723543246,0.768312745965641,0
"ARKANSAS",2019,8,258.78275377192,47597,2910954,0.170480193091337,0.236813663005624,0.0512972981234684,0.152331656314493,0.074725692395403,0.230277897773905,0.240648174162844,0.734883267088115,0
"ARIZONA",2019,8,259.480352131611,58945,6891224,0.151462788033011,0.214837725015673,0.0588911137411196,0.0421410496207324,0.313272245616817,0.294668055070732,0.236793029776522,0.844114654715105,0
"CALIFORNIA",2019,8,258.829734032213,75235,38535926,0.133634832078513,0.181284145026596,0.0605964768706399,0.0552179710477405,0.39018135274464,0.339259634393054,0.234018095932283,0.869426075794529,0
"COLORADO",2019,8,267.307705573783,72331,5489133,0.103089686476899,0.125629397338479,0.0432716504828786,0.0394852441443482,0.215347030995754,0.409123429420749,0.229127752296251,0.880065277055217,0
"CONNECTICUT",2019,8,269.719107358588,78444,3470087,0.0991750350927801,0.133066531223064,0.0602745624949537,0.0990524951371636,0.160623248637651,0.392842400310902,0.214349964903564,0.858970224972387,0
"DISTRICT OF COLUMBIA",2019,8,249.81439917522,86420,659676,0.16241306338263,0.239968580218629,0.069081953769162,0.454427205518253,0.109994037676686,0.58540707040452,0.188728265326732,0.82821939195319,0
"DELAWARE",2019,8,259.679402371344,68287,930764,0.117537850625937,0.175428471054679,0.0549283241478445,0.216664855920305,0.0923104566423748,0.319933664017212,0.217766121765993,0.852334843472182,0
"FLORIDA",2019,8,263.352557734343,55660,20481252,0.140151930165207,0.201498197954361,0.0558276931203073,0.153226618241749,0.255802177398937,0.298795749894175,0.203740875497881,0.833028558443423,0
"GEORGIA",2019,8,262.386099206627,58700,10130335,0.150889185796916,0.215113382368072,0.0566926208669273,0.311841187207001,0.095387215901964,0.313230053544579,0.246524460367466,0.815862145292192,0
"HAWAII",2019,8,258.159133626579,81275,1384184,0.0943870179109136,0.119165223914085,0.0426007737918475,0.0171416235494981,0.104858047358332,0.329772760459414,0.220055770927155,0.851028679389845,0
"IOWA",2019,8,262.329032641702,60523,3040184,0.114506885109585,0.137919946313979,0.0373241473925946,0.0361712726962314,0.0599810543562877,0.285662884625033,0.238664797512091,0.814414847254742,0
"IDAHO",2019,8,266.48281590721,55785,1686285,0.131209137245483,0.157908540036164,0.0433260557699646,0.00658768738174938,0.125440838305923,0.275680467856387,0.260662813449206,0.833151325062539,0
"ILLINOIS",2019,8,264.695664812992,65886,12474842,0.124881180859846,0.171285857090213,0.0594327912952503,0.139672659870918,0.171204304626764,0.346525603136618,0.231403818399387,0.830728163934386,0
"INDIANA",2019,8,265.954997612053,56303,6461389,0.134335821601207,0.18478814526847,0.0479660271236021,0.0924951201696205,0.069287515510367,0.264565591233301,0.241989425256973,0.806058856552181,0
"KANSAS",2019,8,262.819050847892,59597,2826056,0.119508955236556,0.149155529110216,0.0406285902674406,0.0565196388987759,0.118763768392786,0.333846927816582,0.250546560449515,0.822159760615005,0
"KENTUCKY",2019,8,262.9635373774,50589,4309501,0.173340254474938,0.2347402353543,0.0558097605160202,0.0795668380589842,0.0366356698011172,0.242152858490944,0.233029368353855,0.788321693883034,0
"LOUISIANA",2019,8,257.421808574891,49469,4532714,0.192261633979113,0.271926750962654,0.064843400107965,0.319955012068103,0.051274750973445,0.241135394011109,0.242842864384465,0.757673626341408,0
"MASSACHUSETTS",2019,8,273.113031464996,81215,6615375,0.102936265895735,0.131517571955949,0.048305596025007,0.0690719420753332,0.118118785446956,0.436889061863783,0.206879879453213,0.866656962739594,0
"MARYLAND",2019,8,264.389022442559,84805,5876434,0.0918909324940942,0.121006323581168,0.0507664249129631,0.293842941373499,0.100763800647566,0.401720412234043,0.227804641376626,0.867020466133746,0
"MAINE",2019,8,265.168656113462,57918,1298787,0.117903089575119,0.150997011615155,0.0413561949212042,0.0130049449940546,0.0165482084505186,0.318121950443325,0.193398372456627,0.828702620548256,0
"MICHIGAN",2019,8,262.579893670719,57144,9741628,0.143561938517874,0.199298991071261,0.059386634077106,0.136276757316539,0.0509121433298563,0.291359187962686,0.223066634747011,0.819471766622,0
"MINNESOTA",2019,8,263.813360590386,71306,5440087,0.0967015784857852,0.121576332089505,0.0361969945239484,0.0628769068001491,0.0538442651209391,0.360818444875096,0.237770453338675,0.853620259489029,0
"MISSOURI",2019,8,263.292024270598,55461,5922570,0.136772549754583,0.186533002601846,0.0457456323064191,0.114068675869096,0.0417354227990257,0.292180164619743,0.232052017555487,0.806468446536601,0
"MISSISSIPPI",2019,8,256.380475226081,45081,2886767,0.202921122487544,0.286739040617743,0.0747087733912029,0.375790522641265,0.0305593921494911,0.220255913183882,0.246055903469351,0.718750735697586,0
"MONTANA",2019,8,264.831687514546,54970,1025221,0.131293643029162,0.157547377353154,0.0402984403625043,0.0044410645229758,0.038370569048274,0.320296697751263,0.221945796126729,0.814532884911574,0
"NORTH CAROLINA",2019,8,262.530279226334,54602,9984891,0.146981173855578,0.211761485594309,0.0557616036059213,0.210942733258541,0.0937824285456541,0.312556854312208,0.229429224558058,0.810906467360084,0
"NORTH DAKOTA",2019,8,263.232797461833,64894,732326,0.106780313685435,0.113969353362907,0.0275688374970995,0.0285139622870902,0.0374208587886885,0.300477914145128,0.239526016981475,0.810113658496742,0
"NEBRASKA",2019,8,263.989105578988,61439,1859691,0.111082432511638,0.139058948129779,0.0334075939277212,0.0469410640817186,0.108782071806164,0.319118067889876,0.253393470836496,0.838684310357546,0
"NEW HAMPSHIRE",2019,8,267.950506818944,76768,1305013,0.0756176375254499,0.0921290930876662,0.0362288692445561,0.013600380973857,0.037454269785272,0.370429338867502,0.198514899240071,0.881504481831151,0
"NEW JERSEY",2019,8,270.357938474977,82545,8706202,0.0998232064911887,0.1404175062498,0.0551411960558768,0.126771483886416,0.202143987561867,0.397136427805705,0.224981147065768,0.861137841388618,0
"NEW MEXICO",2019,8,251.699591686589,49754,2049986,0.191252525627004,0.267260018270846,0.0666502819019771,0.0181179610161084,0.487856363867497,0.273284113751816,0.237632061860549,0.751983020804897,0
